the_geom,Short_Name,School_ID,Network,Address,Zip,Governance,Grade_Cat,Grades,Lat,Long,Phone,GeoNetwork,COMMAREA,WARD_15,ALD_15
POINT (-87.638957725196 41.66487334928807),BROWN R,610091,Network 13,12607 S UNION AVE,60628,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6648733501,-87.6389577252,1(773)535-5385,13,WEST PULLMAN,9,Anthony A. Beale
POINT (-87.74793587821061 41.89180975019866),NASH,610092,Network 3,4837 W ERIE ST,60644,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.891809751,-87.7479358782,1(773)534-6125,3,AUSTIN,37,Emma M. Mitts
POINT (-87.62093345511654 41.738406594368776),NEIL,610093,Network 12,8555 S MICHIGAN AVE,60619,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7384065952,-87.6209334551,1(773)535-3000,12,CHATHAM,6,Roderick T. Sawyer
POINT (-87.64456122231692 41.94163655405973),NETTELHORST,610094,Network 4,3252 N BROADWAY ST,60657,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9416365549,-87.6445612223,1(773)534-5810,4,LAKE VIEW,44,Thomas Tunney
POINT (-87.64599025179788 41.91394721710463),NEWBERRY,610095,Network 4,700 W WILLOW ST,60614,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9139472179,-87.6459902518,1(773)534-8000,4,LINCOLN PARK,43,Michele Smith
POINT (-87.68913886417093 41.79771437860455),NIGHTINGALE,610096,ISP,5250 S ROCKWELL ST,60632,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7977143794,-87.6891388642,1(773)535-9270,8,GAGE PARK,14,Edward M. Burke
POINT (-87.73142009081249 41.91958145214497),NIXON,610097,Network 4,2121 N KEELER AVE,60639,District,ES,"PK, K, 1, 2, 3, 4, 5, 6",41.919581453,-87.7314200908,1(773)534-4375,4,HERMOSA,35,Rey Colon
POINT (-87.72995463177843 41.90615515234865),NOBEL,610098,ISP,4127 W HIRSCH ST,60651,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9061551532,-87.7299546318,1(773)534-4365,5,HUMBOLDT PARK,26,Roberto Maldonado
POINT (-87.8029794402957 41.98815250593599),NORWOOD PARK,610099,Network 1,5900 N NINA AVE,60631,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9881525068,-87.8029794403,1(773)534-1198,1,NORWOOD PARK,41,Mary O'Connor
POINT (-87.73244309565793 41.90690720506762),WEST PARK,610100,Network 5,1425 N TRIPP AVE,60651,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9069072059,-87.7324430957,1(773)534-4940,5,HUMBOLDT PARK,26,Roberto Maldonado
POINT (-87.64546949689873 41.754670062092764),OGLESBY,610102,Network 11,7646 S GREEN ST,60620,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7546700629,-87.6454694969,1(773)535-3060,11,AUBURN GRESHAM,17,Latasha R. Thomas
POINT (-87.57280595498251 41.76860231188592),OKEEFFE,610103,AUSL,6940 S MERRILL AVE,60649,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7686023127,-87.572805955,1(773)535-0600,12,SOUTH SHORE,5,Leslie A. Hairston
POINT (-87.79310825534886 41.99379034896786),ONAHAN,610104,Network 1,6634 W RAVEN ST,60631,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9937903498,-87.7931082553,1(773)534-1180,1,NORWOOD PARK,41,Mary O'Connor
POINT (-87.8120540397679 41.97850137610472),ORIOLE PARK,610105,Network 1,5424 N OKETO AVE,60656,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9785013769,-87.8120540398,1(773)534-1201,1,NORWOOD PARK,41,Mary O'Connor
POINT (-87.73126059628552 41.90013965538226),PICCOLO,610106,AUSL,1040 N KEELER AVE,60651,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9001396562,-87.7312605963,1(773)534-4425,5,HUMBOLDT PARK,37,Emma M. Mitts
POINT (-87.66542623591396 41.89180608125555),OTIS,610107,Network 6,525 N ARMOUR ST,60642,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8918060821,-87.6654262359,1(773)534-7665,6,WEST TOWN,1,Proco (Joe) Moreno III
POINT (-87.67486500006889 41.774571072845625),OTOOLE,610108,Network 11,6550 S SEELEY AVE,60636,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7745710736,-87.6748650001,1(773)535-9040,11,WEST ENGLEWOOD,16,JoAnn Thompson
POINT (-87.70574908777306 41.742849921345986),OWEN,610109,Network 10,8247 S CHRISTIANA AVE,60652,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.7428499221,-87.7057490878,1(773)535-9330,10,ASHBURN,18,Lona Lane
POINT (-87.61977966041285 41.827355266010585),WELLS ES,610110,Network 9,249 E 37TH ST,60653,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8273552668,-87.6197796604,1(773)535-1204,9,DOUGLAS,3,Patricia R. Dowell
POINT (-87.73921294544903 41.973289392402634),PALMER,610111,Network 1,5051 N KENNETH AVE,60630,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9732893932,-87.7392129454,1(773)534-3704,1,ALBANY PARK,39,Margaret Laurino
POINT (-87.63408585603759 41.77077979515438),PARKER,610112,Network 11,6800 S STEWART AVE,60621,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7707797959,-87.634085856,1(773)535-3375,11,ENGLEWOOD,6,Roderick T. Sawyer
POINT (-87.61154559301644 41.76647654247946),PARK MANOR,610115,Network 12,7037 S RHODES AVE,60637,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7664765433,-87.611545593,1(773)535-3070,12,GREATER GRAND CROSSING,6,Roderick T. Sawyer
POINT (-87.58295438278273 41.76855518950886),PARKSIDE,610116,Network 12,6938 S EAST END AVE,60649,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7685551903,-87.5829543828,1(773)535-0940,12,SOUTH SHORE,5,Leslie A. Hairston
POINT (-87.73266645521085 41.78689537665073),PASTEUR,610117,Network 8,5825 S KOSTNER AVE,60629,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7868953774,-87.7326664552,1(773)535-2270,8,WEST ELSDON,13,Marty Quinn
POINT (-87.71921626107621 41.7878989699163),PECK,610120,ISP,3826 W 58TH ST,60629,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7878989707,-87.7192162611,1(773)535-2450,8,WEST ELSDON,23,Michael R. Zalewski
POINT (-87.68361565115903 41.87159549158413),IRVING,610121,Network 6,749 S OAKLEY BLVD,60612,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8715954924,-87.6836156512,1(773)534-7295,6,NEAR WEST SIDE,28,Jason C. Ervin
POINT (-87.66585003700392 41.98345579149934),PEIRCE,610122,Network 2,1423 W BRYN MAWR AVE,60660,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9834557923,-87.665850037,1(773)534-2440,2,EDGEWATER,48,Harry Osterman
POINT (-87.7223855479275 41.85837241920013),PENN,610123,Network 5,1616 S AVERS AVE,60623,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.85837242,-87.7223855479,1(773)534-1665,5,NORTH LAWNDALE,24,Michael D. Chandler
POINT (-87.59625661668589 41.728534142083625),WASHINGTON H ES,610124,Network 12,9130 S UNIVERSITY AVE,60619,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7285341429,-87.5962566167,1(773)535-6225,12,BURNSIDE,8,Michelle A. Harris
POINT (-87.68074453482734 41.8481009392156),RUIZ,610125,Network 7,2410 S LEAVITT ST,60608,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.84810094,-87.6807445348,1(773)535-4825,7,LOWER WEST SIDE,25,Daniel S. Solis
POINT (-87.61833765367705 41.83652695312878),PERSHING,610126,Network 9,3200 S CALUMET AVE,60616,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8365269539,-87.6183376537,1(773)534-9272,9,DOUGLAS,4,"William ""Will"" D. Burns"
POINT (-87.71258257767514 41.98155713794655),PETERSON,610127,Network 1,5510 N CHRISTIANA AVE,60625,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9815571388,-87.7125825777,1(773)534-5070,1,NORTH PARK,39,Margaret Laurino
POINT (-87.64757716520475 41.70660285906506),GARVEY,610128,Network 13,10309 S MORGAN ST,60643,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7066028598,-87.6475771652,1(773)535-2763,13,WASHINGTON HEIGHTS,34,Carrie M. Austin
POINT (-87.68329074268618 41.85290039437196),PICKARD,610129,Network 7,2301 W 21ST PL,60608,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8529003952,-87.6832907427,1(773)535-7280,7,LOWER WEST SIDE,25,Daniel S. Solis
POINT (-87.6078911370603 41.74034023287613),PIRIE,610130,Network 12,650 E 85TH ST,60619,District,ES,"PK, K, 1, 2, 3, 4, 5, 6",41.7403402337,-87.6078911371,1(773)535-3435,12,CHATHAM,6,Roderick T. Sawyer
POINT (-87.69252575097397 41.860258898900426),PLAMONDON,610131,Network 5,2642 W 15TH PL,60608,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.8602588997,-87.692525751,1(773)534-1789,5,NORTH LAWNDALE,28,Jason C. Ervin
POINT (-87.6064191734078 41.702630000818154),POE,610132,Network 13,10538 S LANGLEY AVE,60628,District,ES,"K, 1, 2, 3, 4, 5, 6",41.7026300016,-87.6064191734,1(773)535-5525,13,PULLMAN,9,Anthony A. Beale
POINT (-87.7187972930433 41.89323561010509),WARD L,610133,Network 5,646 N LAWNDALE AVE,60624,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8932356109,-87.718797293,1(773)534-6440,5,HUMBOLDT PARK,27,"Walter Burnett, Jr."
POINT (-87.76100700351024 41.95698763658335),PORTAGE PARK,610135,Network 1,5330 W BERTEAU AVE,60641,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9569876374,-87.7610070035,1(773)534-3576,1,PORTAGE PARK,38,Timothy M. Cullerton
POINT (-87.66952750427116 41.92884109996936),PRESCOTT,610136,Network 4,1632 W WRIGHTWOOD AVE,60614,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9288411008,-87.6695275043,1(773)534-5505,4,LINCOLN PARK,32,Scott Waguespack
POINT (-87.77241416628834 41.965619070854565),PRUSSING,610137,Network 1,4650 N MENARD AVE,60630,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9656190717,-87.7724141663,1(773)534-3460,1,PORTAGE PARK,45,John Arena
POINT (-87.6838014306478 41.918486277743455),PULASKI,610138,Network 6,2230 W MCLEAN AVE,60647,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9184862786,-87.6838014306,1(773)534-4391,6,LOGAN SQUARE,32,Scott Waguespack
POINT (-87.60943096743696 41.688819352190364),PULLMAN,610139,Network 13,11311 S FORRESTVILLE AVE,60628,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.688819353,-87.6094309674,1(773)535-5395,13,PULLMAN,9,Anthony A. Beale
POINT (-87.67092241919761 41.96074569176259),RAVENSWOOD,610141,Network 2,4332 N PAULINA ST,60613,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9607456926,-87.6709224192,1(773)534-5525,2,LAKE VIEW,47,Ameya Pawar
POINT (-87.59475207202254 41.79234788018115),RAY,610142,Network 9,5631 S KIMBARK AVE,60637,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.792347881,-87.594752072,1(773)535-0970,9,HYDE PARK,5,Leslie A. Hairston
POINT (-87.60492543044663 41.80417379096906),REAVIS,610143,Network 9,834 E 50TH ST,60615,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8041737918,-87.6049254304,1(773)535-1060,9,KENWOOD,4,"William ""Will"" D. Burns"
POINT (-87.71954054422258 41.941093989839835),REILLY,610144,Network 4,3650 W SCHOOL ST,60618,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9410939907,-87.7195405442,1(773)534-5250,4,AVONDALE,30,Ariel E. Reboyras
POINT (-87.76898261876582 41.94301889519389),REINBERG,610145,Network 1,3425 N MAJOR AVE,60634,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.943018896,-87.7689826188,1(773)534-3465,1,PORTAGE PARK,36,Nicholas Sposato
POINT (-87.60017682328274 41.76419586431344),REVERE,610146,Network 12,1010 E 72ND ST,60619,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7641958651,-87.6001768233,1(773)535-0618,12,GREATER GRAND CROSSING,5,Leslie A. Hairston
POINT (-87.69718539374834 42.01526504556588),ROGERS,610147,Network 2,7345 N WASHTENAW AVE,60645,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",42.0152650464,-87.6971853937,1(773)534-2125,2,WEST RIDGE,50,Debra L. Silverstein
POINT (-87.66603693425228 41.80714283064575),CHAVEZ,610148,ISP,4747 S MARSHFIELD AVE,60609,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8071428314,-87.6660369342,1(773)535-4600,8,NEW CITY,20,Willie B. Cochran
POINT (-87.61806644739089 41.751945575252385),RUGGLES,610152,Network 12,7831 S PRAIRIE AVE,60619,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.751945576,-87.6180664474,1(773)535-3085,12,GREATER GRAND CROSSING,6,Roderick T. Sawyer
POINT (-87.63884270034876 41.73537938937342),RYDER,610153,Network 11,8716 S WALLACE ST,60620,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7353793902,-87.6388427003,1(773)535-3843,11,AUBURN GRESHAM,21,"Howard B. Brookins, Jr."
POINT (-87.74595144444002 41.99116924566341),SAUGANASH,610155,Network 1,6040 N KILPATRICK AVE,60646,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.9911692465,-87.7459514444,1(773)534-3470,1,FOREST GLEN,39,Margaret Laurino
POINT (-87.70500578054565 41.79749820232971),SAWYER,610157,Network 8,5248 S SAWYER AVE,60632,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.7974982031,-87.7050057805,1(773)535-0440,8,GAGE PARK,14,Edward M. Burke
POINT (-87.79872070511777 41.91415062927054),SAYRE,610158,Network 3,1850 N NEWLAND AVE,60707,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9141506301,-87.7987207051,1(773)534-3351,3,AUSTIN,29,Chris Taliaferro
POINT (-87.73217877768654 41.94167760315429),SCAMMON,610159,Network 1,4201 W HENDERSON ST,60641,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.941677604,-87.7321787777,1(773)534-3475,1,IRVING PARK,30,Ariel E. Reboyras
POINT (-87.81419465454108 42.0168916405905),STOCK,610163,Network 1,7507 W BIRCHWOOD AVE,60631,District,ES,PK,42.0168916414,-87.8141946545,1(773)534-1215,1,EDISON PARK,41,Mary O'Connor
POINT (-87.76119046882289 41.9304033154651),SCHUBERT,610165,Network 3,2727 N LONG AVE,60639,District,ES,"PK, K, 1, 2, 3, 4, 5",41.9304033163,-87.7611904688,1(773)534-3080,3,BELMONT CRAGIN,31,Ray Suarez
POINT (-87.66877201152457 41.810333240125665),SEWARD,610167,Network 8,4600 S HERMITAGE AVE,60609,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8103332409,-87.6687720115,1(773)535-4890,8,NEW CITY,15,Toni L. Foulkes
POINT (-87.70419859113254 41.811068609241815),COLUMBIA EXPLORERS,610170,Network 8,4520 S KEDZIE AVE,60632,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.81106861,-87.7041985911,1(773)535-4050,8,BRIGHTON PARK,14,Edward M. Burke
POINT (-87.55278794439316 41.73171691578895),MIRELES,610171,Network 12,9000 S EXCHANGE AVE,60617,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7317169166,-87.5527879444,1(773)535-6360,12,SOUTH CHICAGO,10,Susie Sadlowski Garza
POINT (-87.65022144566161 41.79976620533543),SHERMAN,610172,AUSL,1000 W 52ND ST,60609,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7997662061,-87.6502214457,1(773)535-1757,11,NEW CITY,20,Willie B. Cochran
POINT (-87.63227938229912 41.790800243325855),SHERWOOD,610173,Network 11,245 W 57TH ST,60621,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7908002441,-87.6322793823,1(773)535-0829,11,ENGLEWOOD,20,Willie B. Cochran
POINT (-87.68964723524776 41.81590948589596),SHIELDS,610174,Network 8,4250 S ROCKWELL ST,60632,District,ES,"PK, K, 1, 2, 3, 4",41.8159094867,-87.6896472352,1(773)535-7285,8,BRIGHTON PARK,15,Toni L. Foulkes
POINT (-87.59390494160888 41.80429401583151),SHOESMITH,610175,Network 9,1330 E 50TH ST,60615,District,ES,"K, 1, 2, 3, 4, 5, 6",41.8042940166,-87.5939049416,1(773)535-1764,9,KENWOOD,4,"William ""Will"" D. Burns"
POINT (-87.65866905202984 41.69091887627593),SHOOP,610176,Network 13,11140 S BISHOP ST,60643,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6909188771,-87.658669052,1(773)535-2715,13,MORGAN PARK,34,Carrie M. Austin
POINT (-87.65941897616551 41.879102542176845),SKINNER,610177,ISP,1260 W ADAMS ST,60607,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.879102543,-87.6594189762,1(773)534-7790,6,NEAR WEST SIDE,27,"Walter Burnett, Jr."
POINT (-87.59693188178447 41.7169888716671),SCHMID,610178,Network 12,9755 S GREENWOOD AVE,60628,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7169888725,-87.5969318818,1(773)535-6235,12,PULLMAN,8,Michelle A. Harris
POINT (-87.78197453753317 41.958868035570845),SMYSER,610179,ISP,4310 N MELVINA AVE,60634,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9588680364,-87.7819745375,1(773)534-3711,1,PORTAGE PARK,38,Timothy M. Cullerton
POINT (-87.65344502668637 41.86535101811163),SMYTH,610180,Network 6,1059 W 13TH ST,60608,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8653510189,-87.6534450267,1(773)534-7180,6,NEAR WEST SIDE,25,Daniel S. Solis
POINT (-87.72404263306203 41.99394233241605),SOLOMON,610182,Network 1,6206 N HAMLIN AVE,60659,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9939423333,-87.7240426331,1(773)534-5226,1,NORTH PARK,39,Margaret Laurino
POINT (-87.75044473105727 41.88487639768195),SPENCER,610183,Network 3,214 N LAVERGNE AVE,60644,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8848763985,-87.750444731,1(773)534-6150,3,AUSTIN,28,Jason C. Ervin
POINT (-87.73166568492817 41.74710687859607),STEVENSON,610185,Network 10,8010 S KOSTNER AVE,60652,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7471068794,-87.7316656849,1(773)535-2280,10,ASHBURN,18,Lona Lane
POINT (-87.63997360422805 41.69649616292765),DUNNE,610188,Network 13,10845 S UNION AVE,60628,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6964961637,-87.6399736042,1(773)535-5517,13,ROSELAND,34,Carrie M. Austin
POINT (-87.68479278594201 41.99535905094481),STONE,610191,Network 2,6239 N LEAVITT ST,60659,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.9953590518,-87.6847927859,1(773)534-2045,2,WEST RIDGE,50,Debra L. Silverstein
POINT (-87.71331750070793 41.91193807892008),STOWE,610192,Network 5,3444 W WABANSIA AVE,60647,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9119380797,-87.7133175007,1(773)534-4175,5,HUMBOLDT PARK,26,Roberto Maldonado
POINT (-87.54292760841355 41.7438285240259),NEW SULLIVAN,610193,Network 12,8331 S MACKINAW AVE,60617,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7438285248,-87.5429276084,1(773)535-6585,12,SOUTH CHICAGO,10,Susie Sadlowski Garza
POINT (-87.73352395108311 41.870828378524244),SUMNER,610194,Network 5,4320 W 5TH AVE,60624,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8708283793,-87.7335239511,1(773)534-6730,5,WEST GARFIELD PARK,24,Michael D. Chandler
POINT (-87.67682117257347 41.71144507048929),SUTHERLAND,610195,Network 10,10015 S LEAVITT ST,60643,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.7114450713,-87.6768211726,1(773)535-2580,10,BEVERLY,19,Matthew J. O'Shea
POINT (-87.65829608026417 41.98913906016773),SWIFT,610196,Network 2,5900 N WINTHROP AVE,60660,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.989139061,-87.6582960803,1(773)534-2695,2,EDGEWATER,48,Harry Osterman
POINT (-87.67372272472176 41.89240461130975),TALCOTT,610197,ISP,1840 W OHIO ST,60622,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8924046121,-87.6737227247,1(773)534-7130,6,WEST TOWN,1,Proco (Joe) Moreno III
POINT (-87.53297076750309 41.715470375344196),TAYLOR,610198,Network 13,9912 S AVENUE H,60617,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7154703761,-87.5329707675,1(773)535-6240,13,EAST SIDE,10,Susie Sadlowski Garza
POINT (-87.65811083885912 41.677505446427055),COLEMON,610199,Network 13,1441 W 119TH ST,60643,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6775054472,-87.6581108389,1(773)535-3975,13,WEST PULLMAN,34,Carrie M. Austin
POINT (-87.54427997626483 41.73332423774019),THORP J,610200,Network 12,8914 S BUFFALO AVE,60617,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7333242385,-87.5442799763,1(773)535-6250,12,SOUTH CHICAGO,10,Susie Sadlowski Garza
POINT (-87.77763129474631 41.94857131145994),THORP O,610201,Network 1,6024 W WARWICK AVE,60634,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.9485713123,-87.7776312947,1(773)534-3640,1,DUNNING,38,Timothy M. Cullerton
POINT (-87.7305663846513 41.88410224125941),TILTON,610202,Network 5,223 N KEELER AVE,60624,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8841022421,-87.7305663846,1(773)534-6746,5,WEST GARFIELD PARK,28,Jason C. Ervin
POINT (-87.708179184033 41.787523229256514),TONTI,610203,ISP,5815 S HOMAN AVE,60629,District,ES,"PK, K, 1, 2, 3, 4, 5",41.7875232301,-87.708179184,1(773)535-9280,8,GAGE PARK,23,Michael R. Zalewski
POINT (-87.75892840072956 41.79904639720592),TWAIN,610206,Network 10,5134 S LOTUS AVE,60638,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.799046398,-87.7589284007,1(773)535-2290,10,GARFIELD RIDGE,14,Edward M. Burke
POINT (-87.66555862134634 41.72081703371227),VANDERPOEL,610207,Network 10,9510 S PROSPECT AVE,60643,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.7208170345,-87.6655586213,1(773)535-2690,10,BEVERLY,19,Matthew J. O'Shea
POINT (-87.62714768793036 41.69626234715829),LAVIZZO,610208,Network 13,138 W 109TH ST,60628,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6962623479,-87.6271476879,1(773)535-5300,13,ROSELAND,34,Carrie M. Austin
POINT (-87.72460522409652 41.97163400116181),VOLTA,610209,Network 1,4950 N AVERS AVE,60625,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.971634002,-87.7246052241,1(773)534-5080,1,ALBANY PARK,39,Margaret Laurino
POINT (-87.71060878865852 41.97150444292288),ALBANY PARK,610212,Network 1,4929 N SAWYER AVE,60625,District,ES,"7, 8",41.9715044438,-87.7106087887,1(773)534-5108,1,ALBANY PARK,33,Deborah Mell
POINT (-87.60101811278476 41.77347789748448),WADSWORTH,610213,Network 9,6650 S ELLIS AVE,60637,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7734778983,-87.6010181128,1(773)535-0730,9,WOODLAWN,5,Leslie A. Hairston
POINT (-87.70506426007299 41.84095691074145),MADERO,610215,Network 7,3202 W 28TH ST,60623,District,ES,"6, 7, 8",41.8409569116,-87.7050642601,1(773)535-4466,7,SOUTH LAWNDALE,22,Ricardo Munoz
POINT (-87.64808617420633 41.85483574672973),WALSH,610216,Network 7,2015 S PEORIA ST,60608,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8548357475,-87.6480861742,1(773)534-7950,7,LOWER WEST SIDE,11,James A. Balcer
POINT (-87.63535578864986 41.84398008909466),WARD J,610217,Network 6,2701 S SHIELDS AVE,60616,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8439800899,-87.6353557886,1(773)534-9050,6,ARMOUR SQUARE,11,James A. Balcer
POINT (-87.57535254880202 41.72676290830874),WARREN,610218,Network 12,9239 S JEFFERY AVE,60617,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7267629091,-87.5753525488,1(773)535-6625,12,CALUMET HEIGHTS,7,Gregory Mitchell
POINT (-87.53601529919601 41.68813148338763),WASHINGTON G ES,610219,Network 13,3611 E 114TH ST,60617,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6881314842,-87.5360152992,1(773)535-5010,13,EAST SIDE,10,Susie Sadlowski Garza
POINT (-87.69133251142506 41.96436540333339),WATERS,610220,Network 2,4540 N CAMPBELL AVE,60625,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.9643654042,-87.6913325114,1(773)534-5090,2,LINCOLN SQUARE,47,Ameya Pawar
POINT (-87.72752437440957 41.869915857763885),WEBSTER,610221,Network 5,4055 W ARTHINGTON ST,60624,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8699158586,-87.7275243744,1(773)534-6925,5,WEST GARFIELD PARK,24,Michael D. Chandler
POINT (-87.65820483631407 41.76507589571757),WENTWORTH,610223,Network 11,1340 W 71ST ST,60636,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7650758965,-87.6582048363,1(773)535-3394,11,WEST ENGLEWOOD,6,Roderick T. Sawyer
POINT (-87.65538382114454 41.683907009687786),WHISTLER,610225,Network 13,11533 S ADA ST,60643,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6839070105,-87.6553838211,1(773)535-5560,13,WEST PULLMAN,34,Carrie M. Austin
POINT (-87.71098733185424 41.79234608382597),SANDOVAL,610226,Network 8,5534 S SAINT LOUIS AVE,60629,District,ES,"PK, K, 1, 2, 3, 4, 5",41.7923460846,-87.7109873318,1(773)535-0457,8,GAGE PARK,14,Edward M. Burke
